0	0	2.009100	0.000000	0.000000	0.000000
1	1	0.000000	0.130000	0.000000	-0.130000
2	1	0.000000	0.000000	0.000000	-0.130000
3	1	0.000000	0.001000	0.000000	-0.131000
4	1	0.000000	0.000000	0.000000	-0.131000
5	1	0.000000	0.131000	0.000000	-0.262000
6	1	0.000000	0.000000	0.000000	-0.262000
7	1	0.000000	0.001000	0.000000	-0.263000
8	1	0.000000	0.000000	0.000000	-0.263000
9	1	0.000000	0.132000	0.000000	-0.395000
10	1	0.000000	0.000000	0.000000	-0.395000
11	1	0.000000	0.004000	0.000000	-0.399000
12	1	0.000000	0.000000	0.000000	-0.399000
13	1	0.000000	0.128000	0.000000	-0.527000
14	1	0.000000	0.000000	0.000000	-0.527000
15	1	0.000000	0.000000	0.000000	-0.527000
16	1	0.000000	0.000000	0.000000	-0.527000
17	1	0.000000	0.139000	0.000000	-0.666000
18	1	0.000000	0.000000	0.000000	-0.666000
19	1	0.000000	0.000000	0.000000	-0.666000
20	1	0.000000	0.000000	0.000000	-0.666000
21	1	0.000000	0.124000	0.000000	-0.790000
22	1	0.000000	0.000000	0.000000	-0.790000
23	1	0.000000	0.000000	0.000000	-0.790000
24	1	0.000000	0.000000	0.000000	-0.790000
25	1	0.000000	0.133000	0.000000	-0.923000
26	1	0.000000	0.000000	0.000000	-0.923000
27	1	0.000000	0.000000	0.000000	-0.923000
28	1	0.000000	0.000000	0.000000	-0.923000
29	1	0.000000	0.131000	0.000000	-1.054000
30	1	0.000000	0.000000	0.000000	-1.054000
31	1	0.000000	0.000000	0.000000	-1.054000
32	1	0.000000	0.000000	0.000000	-1.054000
33	1	0.000000	0.132000	0.000000	-1.186000
34	1	0.000000	0.001000	0.000000	-1.187000
35	1	0.000000	0.000000	0.000000	-1.187000
36	1	0.000000	0.000000	0.000000	-1.187000
37	1	0.000000	0.132000	0.000000	-1.319000
38	1	0.000000	0.000000	0.000000	-1.319000
39	1	0.000000	0.000000	0.000000	-1.319000
40	1	0.000000	0.000000	0.000000	-1.319000
41	1	0.000000	0.132000	0.000000	-1.451000
42	1	0.000000	0.000000	0.000000	-1.451000
43	1	0.000000	0.015000	0.000000	-1.466000
44	1	0.000000	0.000000	0.000000	-1.466000
45	1	0.000000	0.133000	0.000000	-1.599000
46	1	0.000000	0.000000	0.000000	-1.599000
47	1	0.000000	0.000000	0.000000	-1.599000
48	1	0.000000	0.000000	0.000000	-1.599000
49	1	0.000000	0.115000	0.000000	-1.714000
50	1	0.000000	0.000000	0.000000	-1.714000
51	1	0.000000	0.000000	0.000000	-1.714000
52	1	0.000000	0.000000	0.000000	-1.714000
53	1	0.000000	0.152000	0.000000	-1.866000
54	1	0.000000	0.000000	0.000000	-1.866000
55	1	0.000000	0.000000	0.000000	-1.866000
56	1	0.000000	0.000000	0.000000	-1.866000
57	1	0.000000	0.113000	0.000000	-1.979000
58	1	0.000000	0.000000	0.000000	-1.979000
59	1	0.000000	0.000000	0.000000	-1.979000
60	1	0.000000	0.000000	0.000000	-1.979000
61	0	0.017900	0.132000	0.000000	-2.111000
62	0	0.019300	0.000000	0.001400	-2.109600
63	0	0.020200	0.000000	0.000900	-2.108700
64	0	0.021000	0.000000	0.000800	-2.107900
65	0	0.012000	0.132000	0.123000	-2.116900
66	0	0.013500	0.000000	0.001500	-2.115400
67	0	0.014500	0.000000	0.001000	-2.114400
68	0	0.015600	0.000000	0.001100	-2.113300
69	0	0.018700	0.132000	0.135100	-2.110200
70	0	0.021900	0.000000	0.003200	-2.107000
71	0	0.023700	0.000000	0.001800	-2.105200
72	0	0.024400	0.000000	0.000700	-2.104500
73	0	0.003600	0.131000	0.110200	-2.125300
74	0	0.005100	0.000000	0.001500	-2.123800
75	0	0.007000	0.000000	0.001900	-2.121900
76	0	0.007000	0.001000	0.001000	-2.121900
77	0	0.003500	0.131000	0.127500	-2.125400
78	0	0.005100	0.000000	0.001600	-2.123800
79	0	0.006000	0.000000	0.000900	-2.122900
80	0	0.006100	0.001000	0.001100	-2.122800
81	0	0.003500	0.132000	0.129400	-2.125400
82	0	0.005100	0.000000	0.001600	-2.123800
83	0	0.009600	0.000000	0.004500	-2.119300
84	0	0.011700	0.000000	0.002100	-2.117200
85	0	0.003600	0.132000	0.123900	-2.125300
86	0	0.005300	0.000000	0.001700	-2.123600
87	0	0.006700	0.000000	0.001400	-2.122200
88	0	0.007800	0.000000	0.001100	-2.121100
89	0	0.003700	0.131000	0.126900	-2.125200
90	0	0.010200	0.001000	0.007500	-2.118700
91	0	0.001000	0.031000	0.021800	-2.127900
92	0	0.002000	0.000000	0.001000	-2.126900
93	0	0.003500	0.133000	0.134500	-2.125400
94	0	0.005200	0.000000	0.001700	-2.123700
95	0	0.006500	0.000000	0.001300	-2.122400
96	0	0.007200	0.000000	0.000700	-2.121700
97	0	0.003700	0.099000	0.095500	-2.125200
98	0	0.005400	0.000000	0.001700	-2.123500
99	0	0.006900	0.000000	0.001500	-2.122000
100	0	0.008000	0.000000	0.001100	-2.120900
101	1	0.000000	0.133000	0.000000	-2.253900
102	1	0.000000	0.000000	0.000000	-2.253900
103	0	0.015000	0.000000	0.000000	-2.113900
104	0	0.001000	0.035000	0.021000	-2.127900
105	0	0.003500	0.096000	0.098500	-2.125400
106	0	0.005100	0.000000	0.001600	-2.123800
107	0	0.006300	0.000000	0.001200	-2.122600
108	0	0.006000	0.001000	0.000700	-2.122900
109	0	0.003700	0.132000	0.129700	-2.125200
110	0	0.005200	0.000000	0.001500	-2.123700
111	0	0.006700	0.000000	0.001500	-2.122200
112	0	0.001200	0.037000	0.031500	-2.127700
113	0	0.003500	0.134000	0.136300	-2.125400
114	0	0.005200	0.000000	0.001700	-2.123700
115	0	0.010400	0.000000	0.005200	-2.118500
116	0	0.012400	0.000000	0.002000	-2.116500
