packet,source_ip,port,time
1,10.10.10.2,49153,1898.02
2,10.10.10.2,49153,1898.03
3,10.10.10.2,49153,1965.01
4,10.10.10.2,49153,1965.01
5,10.10.10.2,49153,1965.01
6,10.10.10.2,49153,1965.01
7,10.10.10.2,49153,1971.01
8,10.10.10.2,49153,1973
9,10.10.10.2,49153,1973
10,10.10.10.2,49153,1976.01
11,10.10.10.2,49153,1977.01
12,10.10.10.2,49153,1977.01
13,10.10.10.2,49153,1977.01
14,10.10.10.2,49153,1977.01
15,10.10.10.2,49153,1987.02
16,10.10.10.2,49153,1987.02
17,10.10.10.2,49153,1987.02
18,10.10.10.2,49153,1991.01
19,10.10.10.2,49153,1998
20,10.10.10.2,49153,1998
21,10.10.10.2,49153,2001
22,10.10.10.2,49153,2001
23,10.10.10.2,49153,2001
24,10.10.10.2,49153,2001
25,10.10.10.2,49153,2001
26,10.10.10.2,49153,2001
