1,29.75,35.29,34.88
2,27.96,35.05,34.57
3,28.01,35.00,34.49
4,27.69,34.66,34.14
5,28.33,34.99,34.41
6,27.87,34.43,33.81
7,27.85,34.43,33.82
8,27.62,34.24,33.67
9,28.32,34.67,34.17
10,27.00,34.17,33.50
11,26.74,34.11,33.30
12,26.17,33.67,32.65
13,25.73,33.84,32.69
14,25.57,33.44,32.15
15,25.31,33.49,32.07
16,25.17,33.11,31.81
17,25.31,33.32,31.96
18,25.48,32.98,31.86
19,25.69,33.08,31.88
20,25.51,32.87,31.78
21,25.83,33.22,32.11
22,26.14,33.05,31.94
23,26.29,33.16,32.20
24,26.31,33.03,32.17
25,26.91,33.26,32.49
26,26.73,33.07,32.22
27,26.92,33.28,32.41
28,26.82,33.14,32.31
29,27.69,33.43,32.75
30,27.20,33.30,32.42
31,27.33,33.49,32.75
32,27.24,33.42,32.67
33,28.14,33.63,33.13
34,27.57,33.45,32.74
35,27.68,33.68,32.91
36,27.66,33.56,32.76
37,28.65,33.92,33.30
38,27.90,33.59,32.83
39,27.90,33.69,33.10
40,27.87,33.55,32.86
41,28.86,33.79,33.30
42,27.96,33.62,32.85
43,28.09,33.79,33.12
44,28.00,33.62,33.00
45,29.06,33.98,33.51
46,28.19,33.70,32.98
47,28.18,33.85,33.02
48,28.15,33.73,32.88
49,29.07,34.07,33.32
50,28.29,33.71,32.73
51,28.01,33.85,32.86
52,28.14,33.79,32.83
53,28.96,33.94,33.23
54,28.21,33.73,32.76
55,28.18,33.81,32.84
56,28.02,33.71,32.68
57,29.09,34.03,33.27
58,28.21,33.74,32.77
59,28.14,33.86,32.76
60,28.12,33.78,32.81
61,29.08,34.09,33.41
62,28.21,33.67,32.74
63,28.30,33.79,32.97
64,28.14,33.63,32.95
65,29.10,33.99,33.57
66,28.28,33.53,32.87
67,28.36,33.81,33.02
68,28.10,33.64,32.94
69,29.29,34.06,33.61
70,28.12,33.63,32.84
71,28.31,33.85,32.89
72,28.04,33.70,32.87
73,29.31,34.17,33.46
74,28.18,33.65,32.73
75,28.33,33.89,32.91
76,28.12,33.77,32.92
77,29.21,34.22,33.42
78,28.19,33.69,32.79
