1,56.36,58.05,58.27
2,55.86,57.58,57.58
3,55.91,57.56,57.73
4,55.91,57.66,57.61
5,55.94,57.61,57.76
6,55.92,57.54,57.63
7,55.86,57.80,57.76
8,55.86,57.71,57.69
9,56.08,57.68,57.76
10,55.93,57.58,57.58
11,55.99,57.74,57.52
12,55.86,57.55,57.74
13,56.05,57.73,57.73
14,55.86,57.67,57.62
15,55.84,57.65,57.72
16,55.88,57.57,57.77
17,56.06,57.60,57.65
18,55.85,57.60,57.59
19,56.01,57.72,57.64
20,55.88,57.57,57.53
21,56.09,57.82,57.73
22,55.82,57.58,57.56
23,56.04,57.57,57.61
24,55.85,57.67,57.55
25,56.01,57.58,57.84
26,55.89,57.63,57.74
27,55.90,57.64,57.65
28,55.84,57.47,57.62
29,56.01,57.58,57.76
30,55.86,57.77,57.65
31,55.93,57.67,57.69
32,55.80,57.70,57.50
33,56.02,57.72,57.76
34,55.80,57.51,57.52
35,55.86,57.77,57.70
36,55.87,57.39,57.59
37,55.97,57.62,57.70
38,55.94,57.59,57.71
39,55.94,57.61,57.64
40,55.87,57.63,57.62
41,55.95,57.81,57.83
42,55.84,57.56,57.55
43,55.94,57.76,57.76
44,55.85,57.68,57.76
45,55.97,57.81,57.73
46,55.84,57.51,57.60
47,55.95,57.70,57.63
48,55.79,57.50,57.38
49,56.05,57.53,57.54
50,55.85,57.34,57.51
51,56.00,57.75,57.70
52,55.78,57.52,57.51
53,56.05,57.71,57.90
54,55.88,57.58,57.53
55,55.87,57.50,57.70
56,55.78,57.58,57.62
57,56.07,57.60,57.58
58,55.82,57.44,57.49
59,55.96,57.62,57.67
60,55.83,57.35,57.52
61,56.07,57.79,57.82
62,55.87,57.55,57.54
63,55.94,57.62,57.56
64,55.89,57.46,57.61
65,56.14,57.72,57.78
66,55.87,57.65,57.76
67,55.98,57.58,57.75
68,55.89,57.66,57.61
69,56.02,57.72,57.75
70,55.88,57.71,57.69
71,55.96,57.73,57.63
72,55.90,57.55,57.65
73,56.07,57.56,57.74
74,55.88,57.62,57.67
75,55.94,57.84,57.68
76,55.91,57.68,57.64
77,56.05,57.69,57.68
78,55.92,57.54,57.63
79,56.07,57.62,57.72
80,55.84,57.59,57.68
81,56.13,57.77,57.81
82,55.91,57.60,57.72
83,55.95,57.71,57.75
84,55.94,57.72,57.65
85,56.03,57.78,57.74
86,55.86,57.60,57.76
87,55.99,57.72,57.76
88,55.89,57.63,57.61
89,56.07,57.71,57.76
90,55.92,57.71,57.62
91,56.03,57.69,57.71
92,55.93,57.65,57.58
93,56.16,57.76,57.95
94,55.83,57.64,57.55
95,56.05,57.78,57.79
96,55.91,57.66,57.58
97,56.12,57.55,57.74
98,55.90,57.62,57.56
99,55.95,57.74,57.68
100,55.96,57.64,57.57
101,56.13,57.73,57.64
102,55.98,57.67,57.55
103,55.96,57.68,57.62
104,55.93,57.54,57.66
105,56.03,57.74,57.74
106,55.87,57.75,57.69
107,55.98,57.56,57.67
108,55.90,57.56,57.61
109,56.11,57.80,57.72
110,55.82,57.90,57.74
111,55.96,57.88,57.69
112,56.02,57.65,57.73
113,56.13,57.70,57.76
114,55.93,57.54,57.59
115,56.01,57.56,57.62
116,55.90,57.55,57.59
117,56.11,57.74,57.84
118,55.93,57.73,57.54
119,56.01,57.72,57.70
120,55.97,57.68,57.56
121,56.18,57.72,57.67
122,55.88,57.67,57.56
123,56.00,57.59,57.68
124,55.94,57.60,57.60
125,56.09,57.74,57.71
126,55.96,57.63,57.50
127,56.05,57.62,57.56
128,55.91,57.65,57.60
129,56.11,57.63,57.69
130,55.90,57.71,57.70
131,56.01,57.77,57.65
132,55.95,57.64,57.59
133,56.19,57.88,57.64
134,55.96,57.62,57.55
135,56.04,57.92,57.64
136,55.84,57.57,57.64
137,56.11,57.78,57.72
138,55.86,57.60,57.62
139,56.08,57.88,57.57
140,55.83,57.65,57.61
141,56.02,57.83,57.72
142,55.92,57.83,57.62
143,55.98,57.70,57.72
144,55.86,57.80,57.53
145,56.14,57.69,57.75
146,55.95,57.81,57.62
147,56.03,57.83,57.58
148,55.85,57.58,57.67
149,56.10,57.68,57.73
150,55.96,57.64,57.61
151,55.96,57.72,57.58
152,55.87,57.72,57.54
153,56.09,57.86,57.72
154,55.80,57.77,57.57
155,56.09,57.69,57.72
156,55.88,57.61,57.58
157,56.12,57.79,57.77
158,55.87,57.78,57.57
159,56.04,57.69,57.74
160,55.82,57.67,57.62
161,56.18,57.91,57.92
162,55.75,57.71,57.51
163,55.88,57.55,57.49
164,55.82,57.65,57.65
165,56.04,57.81,57.78
166,55.79,57.52,57.66
167,56.02,57.69,57.70
168,55.84,57.48,57.65
169,56.04,57.79,57.73
170,55.84,57.62,57.64
171,56.04,57.69,57.65
172,55.92,57.66,57.52
173,55.96,57.71,57.74
174,55.75,57.60,57.62
175,55.98,57.70,57.71
176,55.87,57.83,57.64
177,55.95,57.80,57.69
178,55.91,57.72,57.53
179,56.01,57.70,57.59
180,55.95,57.54,57.62
181,56.00,57.64,57.63
182,55.95,57.75,57.72
183,55.80,57.70,57.56
184,55.91,57.43,57.55
185,55.91,57.57,57.55
186,55.92,57.65,57.71
187,55.90,57.47,57.48
188,55.94,57.64,57.53
189,55.86,57.57,57.60
190,56.02,57.68,57.62
191,55.97,57.66,57.62
192,56.09,57.73,57.60
193,56.00,57.66,57.63
194,55.88,57.71,57.60
195,55.98,57.48,57.58
