timestamp,cpu_percent,memory_mb,memory_percent
2026-01-27 20:34:18.358,743,53.73,0.3
2026-01-27 20:34:18.395,743,53.73,0.3
2026-01-27 20:34:18.428,743,53.73,0.3
2026-01-27 20:34:18.461,742,53.73,0.3
2026-01-27 20:34:18.494,743,53.73,0.3
2026-01-27 20:34:18.528,744,53.73,0.3
2026-01-27 20:34:18.561,743,53.73,0.3
2026-01-27 20:34:18.594,743,53.73,0.3
2026-01-27 20:34:18.628,743,53.73,0.3
2026-01-27 20:34:18.666,743,53.73,0.3
2026-01-27 20:34:18.698,743,53.73,0.3
2026-01-27 20:34:18.731,742,53.73,0.3
2026-01-27 20:34:18.764,742,53.73,0.3
2026-01-27 20:34:18.799,742,53.73,0.3
2026-01-27 20:34:18.831,741,53.73,0.3
2026-01-27 20:34:18.865,741,53.73,0.3
2026-01-27 20:34:18.897,741,53.73,0.3
2026-01-27 20:34:18.933,740,53.75,0.3
2026-01-27 20:34:18.966,740,53.75,0.3
2026-01-27 20:34:19.002,739,53.75,0.3
2026-01-27 20:34:19.033,739,53.75,0.3
2026-01-27 20:34:19.065,739,53.75,0.3
2026-01-27 20:34:19.100,739,53.75,0.3
2026-01-27 20:34:19.134,738,53.75,0.3
2026-01-27 20:34:19.168,738,53.75,0.3
2026-01-27 20:34:19.199,737,53.75,0.3
2026-01-27 20:34:19.232,736,53.75,0.3
2026-01-27 20:34:19.264,736,53.75,0.3
2026-01-27 20:34:19.296,735,53.75,0.3
2026-01-27 20:34:19.332,735,53.75,0.3
2026-01-27 20:34:19.365,735,53.75,0.3
2026-01-27 20:34:19.398,735,53.75,0.3
2026-01-27 20:34:19.434,735,53.75,0.3
2026-01-27 20:34:19.466,735,53.75,0.3
2026-01-27 20:34:19.499,735,53.75,0.3
2026-01-27 20:34:19.535,735,53.75,0.3
2026-01-27 20:34:19.567,735,53.75,0.3
2026-01-27 20:34:19.604,735,53.77,0.3
2026-01-27 20:34:19.639,735,53.77,0.3
2026-01-27 20:34:19.673,734,53.77,0.3
2026-01-27 20:34:19.708,735,53.77,0.3
2026-01-27 20:34:19.741,734,53.77,0.3
2026-01-27 20:34:19.775,733,53.77,0.3
2026-01-27 20:34:19.808,734,53.77,0.3
2026-01-27 20:34:19.844,733,53.77,0.3
2026-01-27 20:34:19.875,733,53.77,0.3
2026-01-27 20:34:19.912,732,53.77,0.3
2026-01-27 20:34:19.945,732,53.77,0.3
2026-01-27 20:34:19.979,732,53.77,0.3
2026-01-27 20:34:20.011,732,53.77,0.3
2026-01-27 20:34:20.048,732,53.77,0.3
2026-01-27 20:34:20.079,732,53.77,0.3
2026-01-27 20:34:20.116,733,53.77,0.3
2026-01-27 20:34:20.151,731,53.77,0.3
2026-01-27 20:34:20.186,731,53.77,0.3
2026-01-27 20:34:20.220,732,53.77,0.3
2026-01-27 20:34:20.254,731,53.77,0.3
2026-01-27 20:34:20.289,732,53.77,0.3
2026-01-27 20:34:20.323,731,53.77,0.3
2026-01-27 20:34:20.357,731,53.77,0.3
2026-01-27 20:34:20.395,731,53.77,0.3
2026-01-27 20:34:20.427,731,53.77,0.3
2026-01-27 20:34:20.462,730,53.77,0.3
2026-01-27 20:34:20.494,730,53.77,0.3
2026-01-27 20:34:20.527,731,53.77,0.3
2026-01-27 20:34:20.561,730,53.77,0.3
2026-01-27 20:34:20.595,731,53.77,0.3
2026-01-27 20:34:20.633,730,53.77,0.3
2026-01-27 20:34:20.670,731,53.77,0.3
2026-01-27 20:34:20.708,731,53.77,0.3
2026-01-27 20:34:20.743,730,53.77,0.3
2026-01-27 20:34:20.777,731,53.77,0.3
2026-01-27 20:34:20.811,730,53.77,0.3
2026-01-27 20:34:20.847,731,53.77,0.3
2026-01-27 20:34:20.883,730,53.77,0.3
2026-01-27 20:34:20.916,730,53.78,0.3
2026-01-27 20:34:20.949,731,53.78,0.3
2026-01-27 20:34:20.982,730,53.78,0.3
2026-01-27 20:34:21.014,730,53.78,0.3
2026-01-27 20:34:21.049,730,53.78,0.3
2026-01-27 20:34:21.081,729,53.78,0.3
2026-01-27 20:34:21.114,730,53.78,0.3
2026-01-27 20:34:21.150,730,53.78,0.3
2026-01-27 20:34:21.185,730,53.78,0.3
2026-01-27 20:34:21.222,730,53.78,0.3
2026-01-27 20:34:21.258,730,53.78,0.3
2026-01-27 20:34:21.290,730,53.78,0.3
2026-01-27 20:34:21.322,730,53.78,0.3
2026-01-27 20:34:21.354,730,53.78,0.3
2026-01-27 20:34:21.387,731,53.78,0.3
2026-01-27 20:34:21.422,730,53.78,0.3
2026-01-27 20:34:21.454,731,53.78,0.3
2026-01-27 20:34:21.491,731,53.78,0.3
2026-01-27 20:34:21.525,732,53.78,0.3
2026-01-27 20:34:21.559,732,53.78,0.3
2026-01-27 20:34:21.596,731,53.78,0.3
2026-01-27 20:34:21.630,732,53.79,0.3
2026-01-27 20:34:21.664,731,53.79,0.3
2026-01-27 20:34:21.697,732,53.79,0.3
2026-01-27 20:34:21.733,731,53.79,0.3
2026-01-27 20:34:21.769,731,53.79,0.3
2026-01-27 20:34:21.800,732,53.79,0.3
2026-01-27 20:34:21.834,731,53.79,0.3
2026-01-27 20:34:21.866,731,53.79,0.3
2026-01-27 20:34:21.899,731,53.79,0.3
2026-01-27 20:34:21.932,730,53.79,0.3
2026-01-27 20:34:21.967,731,53.79,0.3
2026-01-27 20:34:22.003,730,53.79,0.3
2026-01-27 20:34:22.040,730,53.79,0.3
2026-01-27 20:34:22.078,730,53.79,0.3
2026-01-27 20:34:22.114,731,53.79,0.3
2026-01-27 20:34:22.146,731,53.79,0.3
2026-01-27 20:34:22.183,731,53.79,0.3
2026-01-27 20:34:22.217,731,53.79,0.3
2026-01-27 20:34:22.254,731,53.79,0.3
2026-01-27 20:34:22.291,731,53.79,0.3
2026-01-27 20:34:22.328,732,53.79,0.3
2026-01-27 20:34:22.364,732,53.80,0.3
2026-01-27 20:34:22.399,732,53.80,0.3
2026-01-27 20:34:22.433,732,53.80,0.3
2026-01-27 20:34:22.471,732,53.80,0.3
2026-01-27 20:34:22.508,732,53.82,0.3
2026-01-27 20:34:22.543,732,53.82,0.3
2026-01-27 20:34:22.576,732,53.82,0.3
2026-01-27 20:34:22.610,732,53.82,0.3
2026-01-27 20:34:22.651,732,53.82,0.3
2026-01-27 20:34:22.685,732,53.82,0.3
2026-01-27 20:34:22.722,732,53.82,0.3
2026-01-27 20:34:22.760,732,53.82,0.3
2026-01-27 20:34:22.794,732,53.82,0.3
2026-01-27 20:34:22.831,732,53.82,0.3
2026-01-27 20:34:22.864,732,53.82,0.3
2026-01-27 20:34:22.901,731,53.82,0.3
2026-01-27 20:34:22.934,732,53.82,0.3
2026-01-27 20:34:22.972,732,53.82,0.3
2026-01-27 20:34:23.010,732,53.82,0.3
2026-01-27 20:34:23.050,732,53.82,0.3
2026-01-27 20:34:23.085,733,53.82,0.3
2026-01-27 20:34:23.119,733,53.82,0.3
2026-01-27 20:34:23.158,733,53.82,0.3
2026-01-27 20:34:23.193,733,53.82,0.3
2026-01-27 20:34:23.232,734,53.82,0.3
2026-01-27 20:34:23.265,734,53.82,0.3
2026-01-27 20:34:23.298,734,53.83,0.3
2026-01-27 20:34:23.332,734,53.83,0.3
2026-01-27 20:34:23.367,734,53.83,0.3
2026-01-27 20:34:23.400,734,53.83,0.3
2026-01-27 20:34:23.440,734,53.83,0.3
2026-01-27 20:34:23.474,734,53.83,0.3
2026-01-27 20:34:23.508,735,53.90,0.3
