timestamp,cpu_percent,memory_mb,memory_percent
2026-01-27 20:34:50.975,150,11.79,0.0
2026-01-27 20:34:51.058,110,22.37,0.1
2026-01-27 20:34:51.136,233,52.54,0.3
2026-01-27 20:34:51.235,407,52.93,0.3
2026-01-27 20:34:51.334,505,53.14,0.3
2026-01-27 20:34:51.433,576,53.14,0.3
2026-01-27 20:34:51.534,619,53.15,0.3
2026-01-27 20:34:51.641,642,53.15,0.3
2026-01-27 20:34:51.740,660,53.16,0.3
2026-01-27 20:34:51.830,675,53.16,0.3
2026-01-27 20:34:51.929,682,53.16,0.3
2026-01-27 20:34:52.025,688,53.17,0.3
2026-01-27 20:34:52.123,708,53.17,0.3
2026-01-27 20:34:52.217,707,53.18,0.3
2026-01-27 20:34:52.316,711,53.18,0.3
2026-01-27 20:34:52.406,713,53.19,0.3
2026-01-27 20:34:52.497,717,53.19,0.3
2026-01-27 20:34:52.595,723,53.20,0.3
2026-01-27 20:34:52.689,731,53.21,0.3
2026-01-27 20:34:52.790,734,53.21,0.3
2026-01-27 20:34:52.887,734,53.22,0.3
2026-01-27 20:34:52.977,737,53.23,0.3
2026-01-27 20:34:53.073,742,53.23,0.3
2026-01-27 20:34:53.166,738,53.24,0.3
2026-01-27 20:34:53.256,745,53.24,0.3
2026-01-27 20:34:53.345,744,53.25,0.3
2026-01-27 20:34:53.440,747,53.25,0.3
2026-01-27 20:34:53.535,746,53.41,0.3
2026-01-27 20:34:53.633,750,53.41,0.3
2026-01-27 20:34:53.732,747,53.41,0.3
2026-01-27 20:34:53.833,745,53.41,0.3
2026-01-27 20:34:53.928,743,53.41,0.3
2026-01-27 20:34:54.023,743,53.41,0.3
2026-01-27 20:34:54.121,743,53.41,0.3
2026-01-27 20:34:54.219,741,53.41,0.3
2026-01-27 20:34:54.321,741,53.41,0.3
2026-01-27 20:34:54.419,740,53.41,0.3
2026-01-27 20:34:54.516,737,53.41,0.3
2026-01-27 20:34:54.607,737,53.41,0.3
2026-01-27 20:34:54.699,738,53.41,0.3
2026-01-27 20:34:54.799,737,53.41,0.3
2026-01-27 20:34:54.897,737,53.41,0.3
2026-01-27 20:34:54.992,737,53.41,0.3
2026-01-27 20:34:55.085,735,53.41,0.3
2026-01-27 20:34:55.170,735,53.41,0.3
2026-01-27 20:34:55.264,735,53.51,0.3
2026-01-27 20:34:55.359,735,53.51,0.3
2026-01-27 20:34:55.457,734,53.51,0.3
2026-01-27 20:34:55.548,735,53.51,0.3
2026-01-27 20:34:55.645,736,53.51,0.3
2026-01-27 20:34:55.742,735,53.51,0.3
2026-01-27 20:34:55.835,736,53.51,0.3
2026-01-27 20:34:55.925,735,53.51,0.3
2026-01-27 20:34:56.020,736,53.51,0.3
2026-01-27 20:34:56.116,732,53.51,0.3
2026-01-27 20:34:56.209,733,53.51,0.3
2026-01-27 20:34:56.306,731,53.51,0.3
2026-01-27 20:34:56.400,732,53.51,0.3
2026-01-27 20:34:56.497,731,53.51,0.3
2026-01-27 20:34:56.588,732,53.51,0.3
2026-01-27 20:34:56.680,732,53.51,0.3
2026-01-27 20:34:56.770,732,53.51,0.3
2026-01-27 20:34:56.858,731,53.51,0.3
2026-01-27 20:34:56.947,732,53.51,0.3
2026-01-27 20:34:57.044,732,53.51,0.3
2026-01-27 20:34:57.140,732,53.51,0.3
2026-01-27 20:34:57.233,733,53.52,0.3
2026-01-27 20:34:57.326,733,53.52,0.3
2026-01-27 20:34:57.420,732,53.52,0.3
2026-01-27 20:34:57.510,734,53.52,0.3
2026-01-27 20:34:57.602,733,53.52,0.3
2026-01-27 20:34:57.698,733,53.52,0.3
2026-01-27 20:34:57.788,733,53.52,0.3
2026-01-27 20:34:57.884,734,53.52,0.3
2026-01-27 20:34:57.974,734,53.52,0.3
2026-01-27 20:34:58.072,734,53.52,0.3
2026-01-27 20:34:58.172,735,53.52,0.3
2026-01-27 20:34:58.263,735,53.52,0.3
2026-01-27 20:34:58.352,735,53.52,0.3
2026-01-27 20:34:58.451,735,53.52,0.3
2026-01-27 20:34:58.544,736,53.53,0.3
2026-01-27 20:34:58.633,736,53.53,0.3
2026-01-27 20:34:58.728,736,53.53,0.3
2026-01-27 20:34:58.821,735,53.53,0.3
2026-01-27 20:34:58.912,736,53.53,0.3
2026-01-27 20:34:59.007,734,53.53,0.3
2026-01-27 20:34:59.100,734,53.53,0.3
2026-01-27 20:34:59.188,734,53.53,0.3
2026-01-27 20:34:59.277,733,53.53,0.3
2026-01-27 20:34:59.371,733,53.53,0.3
2026-01-27 20:34:59.468,732,53.53,0.3
2026-01-27 20:34:59.563,733,53.53,0.3
2026-01-27 20:34:59.660,733,53.53,0.3
2026-01-27 20:34:59.754,732,53.54,0.3
2026-01-27 20:34:59.841,730,53.54,0.3
2026-01-27 20:34:59.932,730,53.54,0.3
2026-01-27 20:35:00.026,729,53.54,0.3
2026-01-27 20:35:00.115,728,53.54,0.3
2026-01-27 20:35:00.206,728,53.54,0.3
2026-01-27 20:35:00.298,727,53.55,0.3
2026-01-27 20:35:00.393,728,53.55,0.3
2026-01-27 20:35:00.488,728,53.55,0.3
2026-01-27 20:35:00.577,727,53.55,0.3
2026-01-27 20:35:00.671,726,53.55,0.3
2026-01-27 20:35:00.764,724,53.55,0.3
2026-01-27 20:35:00.857,723,53.55,0.3
2026-01-27 20:35:00.949,722,53.55,0.3
2026-01-27 20:35:01.043,721,53.55,0.3
2026-01-27 20:35:01.134,720,53.55,0.3
2026-01-27 20:35:01.224,719,53.55,0.3
2026-01-27 20:35:01.315,718,53.55,0.3
2026-01-27 20:35:01.400,718,53.55,0.3
2026-01-27 20:35:01.496,716,53.55,0.3
2026-01-27 20:35:01.590,717,53.55,0.3
2026-01-27 20:35:01.687,716,53.55,0.3
2026-01-27 20:35:01.780,716,53.55,0.3
2026-01-27 20:35:01.877,716,53.55,0.3
2026-01-27 20:35:01.971,716,53.55,0.3
2026-01-27 20:35:02.061,716,53.55,0.3
2026-01-27 20:35:02.152,716,53.55,0.3
2026-01-27 20:35:02.239,716,53.55,0.3
2026-01-27 20:35:02.334,716,53.55,0.3
2026-01-27 20:35:02.431,717,53.57,0.3
2026-01-27 20:35:02.524,717,53.57,0.3
2026-01-27 20:35:02.615,716,53.57,0.3
2026-01-27 20:35:02.704,716,53.57,0.3
2026-01-27 20:35:02.800,716,53.57,0.3
2026-01-27 20:35:02.889,716,53.57,0.3
2026-01-27 20:35:02.982,716,53.57,0.3
2026-01-27 20:35:03.079,715,53.57,0.3
2026-01-27 20:35:03.172,715,53.57,0.3
2026-01-27 20:35:03.268,714,53.57,0.3
2026-01-27 20:35:03.362,715,53.57,0.3
2026-01-27 20:35:03.460,714,53.57,0.3
2026-01-27 20:35:03.553,714,53.57,0.3
2026-01-27 20:35:03.644,714,53.57,0.3
2026-01-27 20:35:03.735,714,53.57,0.3
2026-01-27 20:35:03.828,714,53.57,0.3
2026-01-27 20:35:03.921,714,53.57,0.3
2026-01-27 20:35:04.019,714,53.57,0.3
2026-01-27 20:35:04.111,714,53.57,0.3
2026-01-27 20:35:04.209,714,53.57,0.3
2026-01-27 20:35:04.301,714,53.57,0.3
2026-01-27 20:35:04.391,714,53.57,0.3
2026-01-27 20:35:04.484,714,53.57,0.3
2026-01-27 20:35:04.577,713,53.57,0.3
